filename,correction
wtn.1.55.S16.500.1976.085.23_57_58_970000.csv.gz,0.8

wtn.1.55.S16.500.1976.086.00_00_00_325000.csv.gz,0.8
wtn.1.55.S16.7.1976.086.06_45_59_365000.csv.gz,0.8

wtn.2.21.S16.7.1976.097.11_53_49_838000.csv.gz,0.8
wtn.2.22.S16.7.1976.097.19_51_56_041000.csv.gz,0.8

wtn.2.22.S16.7.1976.098.00_00_00_143000.csv.gz,0.8
wtn.2.24.S16.3.1976.098.15_50_01_859000.csv.gz,0.8
wtn.2.24.S16.3.1976.098.15_58_19_340000.csv.gz,0.8

wtn.2.25.S16.7.1976.099.12_55_58_988000.csv.gz,0.8
wtn.2.26.S16.7.1976.099.12_55_58_988000.csv.gz,0.8
wtn.2.27.S16.7.1976.099.18_28_02_373000.csv.gz,0.8
wtn.2.27.S16.701.1976.099.20_43_39_576000.csv.gz,0.8

wtn.2.27.S16.701.1976.100.00_00_00_351000.csv.gz,0.8
wtn.2.27.S16.700.1976.100.00_20_31_980000.csv.gz,0.8
wtn.2.28.S16.7.1976.100.14_58_05_929000.csv.gz,0.8
wtn.2.29.S16.7.1976.100.21_40_38_550000.csv.gz,0.8

wtn.2.36.S16.7.1976.103.17_39_59_157000.csv.gz,0.8
wtn.2.36.S16.700.1976.103.21_33_59_188000.csv.gz,0.8
wtn.2.37.S16.7.1976.103.23_45_08_978000.csv.gz,0.8

wtn.2.37.S16.7.1976.104.00_00_00_103000.csv.gz,0.8
wtn.2.37.S16.7.1976.104.02_38_59_251000.csv.gz,0.8
wtn.2.38.S16.7.1976.104.18_28_59_245000.csv.gz,0.8
wtn.2.38.S16.7.1976.104.21_58_22_525000.csv.gz,0.8

wtn.2.38.S16.7.1976.105.00_00_00_569000.csv.gz,0.8
wtn.2.40.S16.7.1976.105.22_41_59_598000.csv.gz,0.8

wtn.2.40.S16.7.1976.106.00_00_00_414000.csv.gz,0.8
wtn.2.41.S16.7.1976.106.21_14_01_486000.csv.gz,0.8

wtn.2.48.S16.7.1976.111.00_58_59_762000.csv.gz,0.8
wtn.2.48.S16.7.1976.111.05_19_59_099000.csv.gz,0.8

wtn.3.16.S16.7.1976.126.11_31_59_544000.csv.gz,0.8
wtn.3.16.S16.3.1976.126.14_29_50_258000.csv.gz,0.8

wtn.3.17.S16.7.1976.127.12_19_05_134000.csv.gz,0.8

wtn.3.27.S16.7.1976.132.23_35_23_373000.csv.gz,0.8

wtn.3.27.S16.7.1976.133.00_00_00_128000.csv.gz,0.8

wtn.3.30.S16.7.1976.134.19_43_59_366000.csv.gz,0.8

wtn.3.30.S16.7.1976.135.00_00_00_366000.csv.gz,0.8
wtn.3.31.S16.7.1976.135.22_42_07_153000.csv.gz,0.8


wtn.3.31.S16.7.1976.136.00_00_00_116000.csv.gz,0.8
wtn.3.32.S16.7.1976.136.00_35_19_252000.csv.gz,0.8
wtn.3.32.S16.700.1976.136.01_35_29_631000.csv.gz,0.8
wtn.3.33.S16.7.1976.136.22_07_52_355000.csv.gz,0.8

wtn.3.33.S16.7.1976.137.00_00_00_449000.csv.gz,0.8
wtn.3.33.S16.700.1976.137.05_23_20_486000.csv.gz,0.8
wtn.3.35.S16.7.1976.137.22_50_59_617000.csv.gz,0.8

wtn.3.35.S16.7.1976.138.00_00_00_068000.csv.gz,0.8
wtn.3.35.S16.700.1976.138.06_42_26_069000.csv.gz,0.8
wtn.3.37.S16.7.1976.138.23_34_59_279000.csv.gz,0.8

wtn.3.37.S16.7.1976.139.00_00_00_176000.csv.gz,0.8
wtn.3.37.S16.700.1976.139.07_36_58_455000.csv.gz,0.8

wtn.3.38.S16.7.1976.140.00_14_10_463000.csv.gz,0.8
wtn.3.39.S16.7.1976.140.04_01_01_832000.csv.gz,0.8

wtn.3.40.S16.7.1976.141.01_39_59_392000.csv.gz,0.8

wtn.5.17.S16.7.1976.185.12_27_59_037000.csv.gz,0.8
wtn.5.18.S16.7.1976.185.14_55_17_899000.csv.gz,0.8
wtn.5.18.S16.700.1976.185.16_20_59_415000.csv.gz,0.8

wtn.5.33.S16.7.1976.191.18_32_59_546000.csv.gz,0.8
wtn.5.34.S16.7.1976.191.21_20_06_494000.csv.gz,0.8

wtn.5.34.S16.7.1976.192.00_00_00_566000.csv.gz,0.8
wtn.5.34.S16.700.1976.192.02_17_11_992000.csv.gz,0.8
wtn.5.36.S16.7.1976.192.19_15_15_061000.csv.gz,0.8

wtn.5.39.S16.7.1976.193.23_31_32_792000.csv.gz,0.8

wtn.5.39.S16.7.1976.194.00_00_00_176000.csv.gz,0.8

wtn.5.50.S16.700.1976.197.23_33_50_832000.csv.gz,0.8

wtn.5.50.S16.700.1976.198.00_00_00_556000.csv.gz,0.8

wtn.5.52.S16.7.1976.199.00_55_02_059000.csv.gz,0.8
wtn.5.53.S16.7.1976.199.03_30_04_525000.csv.gz,0.8


wtn.7.49.S16.7.1976.250.19_45_37_822000.csv.gz,0.8

wtn.7.49.S16.7.1976.251.00_00_00_434000.csv.gz,0.8
wtn.7.49.S16.700.1976.251.01_51_42_584000.csv.gz,0.8
wtn.7.50.S16.7.1976.251.19_19_59_319000.csv.gz,0.8


wtn.7.50.S16.7.1976.252.00_00_00_270000.csv.gz,0.8
wtn.7.51.S16.7.1976.252.01_10_54_244000.csv.gz,0.8
wtn.7.51.S16.700.1976.252.02_08_57_242000.csv.gz,0.8
wtn.7.52.S16.7.1976.252.22_06_45_586000.csv.gz,0.8

wtn.7.53.S16.7.1976.254.04_19_59_399000.csv.gz,0.8
wtn.7.54.S16.7.1976.254.20_54_59_240000.csv.gz,0.8

wtn.7.54.S16.7.1976.255.00_00_00_231000.csv.gz,0.8

wtn.8.2.S16.7.1976.256.21_46_59_077000.csv.gz,0.8

wtn.8.2.S16.7.1976.257.00_00_00_520000.csv.gz,0.8
wtn.8.2.S16.700.1976.257.05_12_13_384000.csv.gz,0.8
wtn.8.3.S16.7.1976.257.21_40_20_205000.csv.gz,0.8


wtn.8.3.S16.7.1976.258.00_00_00_142000.csv.gz,0.8
wtn.8.3.S16.5.1976.258.00_00_00_559000.csv.gz,0.8
wtn.8.4.S16.7.1976.258.03_47_59_137000.csv.gz,0.8
wtn.8.4.S16.8.1976.258.03_51_07_926000.csv.gz,0.8
wtn.8.4.S16.700.1976.258.04_47_15_185000.csv.gz,0.8


wtn.8.5.S16.7.1976.259.00_00_00_426000.csv.gz,0.8
wtn.8.6.S16.7.1976.259.06_07_07_079000.csv.gz,0.8
wtn.8.6.S16.700.1976.259.08_08_19_269000.csv.gz,0.8
wtn.8.7.S16.7.1976.259.22_54_01_562000.csv.gz,0.8


wtn.8.8.S16.7.1976.261.00_00_00_518000.csv.gz,0.8
wtn.8.9.S16.7.1976.261.03_06_12_970000.csv.gz,0.8
wtn.8.10.S16.7.1976.261.06_10_30_715000.csv.gz,0.8

wtn.8.15.S16.7.1976.264.04_29_59_277000.csv.gz,0.8

wtn.8.36.S16.7.1976.275.14_36_59_275000.csv.gz,0.8
wtn.8.37.S16.7.1976.275.15_53_48_831000.csv.gz,0.8
wtn.8.37.S16.700.1976.275.18_07_20_463000.csv.gz,0.8

wtn.8.44.S16.7.1976.279.17_14_59_137000.csv.gz,0.8

wtn.8.44.S16.7.1976.280.00_00_00_369000.csv.gz,0.8
wtn.8.45.S16.700.1976.280.20_43_15_226000.csv.gz,0.8
wtn.8.46.S16.7.1976.280.23_40_35_593000.csv.gz,0.8

wtn.8.46.S16.7.1976.281.00_00_00_214000.csv.gz,0.8
wtn.8.46.S16.700.1976.281.02_31_32_594000.csv.gz,0.8
wtn.8.47.S16.7.1976.281.18_37_59_720000.csv.gz,0.8
wtn.8.48.S16.7.1976.281.20_48_59_238000.csv.gz,0.8

wtn.8.48.S16.7.1976.282.00_00_00_089000.csv.gz,0.8
wtn.8.49.S16.7.1976.282.19_34_59_772000.csv.gz,0.8
wtn.8.49.S16.700.1976.282.20_57_59_439000.csv.gz,0.8

wtn.8.49.S16.700.1976.283.00_00_00_536000.csv.gz,0.8
wtn.8.50.S16.7.1976.283.01_06_57_840000.csv.gz,0.8
wtn.8.50.S16.7.1976.283.02_29_58_720000.csv.gz,0.8
wtn.8.50.S16.7.1976.283.02_30_07_776000.csv.gz,0.8
wtn.8.50.S16.7.1976.283.03_25_43_460000.csv.gz,0.8
wtn.8.50.S16.7.1976.283.03_32_43_664000.csv.gz,0.8
wtn.8.52.S16.7.1976.283.19_44_41_579000.csv.gz,0.8

wtn.8.52.S16.7.1976.284.00_00_00_321000.csv.gz,0.8
wtn.8.53.S16.7.1976.284.02_21_58_519000.csv.gz,0.8
wtn.8.53.S16.7.1976.284.19_54_25_708000.csv.gz,0.8

wtn.8.55.S16.7.1976.285.20_09_59_254000.csv.gz,0.8

wtn.8.55.S16.7.1976.286.00_00_00_142000.csv.gz,0.8
wtn.9.1.S16.7.1976.286.21_24_59_030000.csv.gz,0.8

wtn.9.1.S16.7.1976.287.00_00_00_255000.csv.gz,0.8
wtn.9.2.S16.7.1976.287.21_37_59_419000.csv.gz,0.8

wtn.9.2.S16.7.1976.288.00_00_00_057000.csv.gz,0.8
wtn.9.3.S16.7.1976.288.22_32_18_678000.csv.gz,0.8

wtn.9.3.S16.7.1976.289.00_00_00_376000.csv.gz,0.8
wtn.9.4.S16.7.1976.289.01_50_20_518000.csv.gz,0.8
wtn.9.5.S16.7.1976.289.23_44_59_080000.csv.gz,0.8

wtn.9.5.S16.7.1976.290.00_00_00_483000.csv.gz,0.8

wtn.9.12.S16.7.1976.296.06_06_13_788000.csv.gz,0.8
wtn.9.13.S16.7.1976.296.06_06_13_788000.csv.gz,0.8

wtn.9.22.S16.7.1976.303.15_35_36_938000.csv.gz,0.8

wtn.9.23.S16.7.1976.304.14_03_59_210000.csv.gz,0.8
wtn.9.24.S16.7.1976.304.19_33_49_876000.csv.gz,0.8

wtn.9.26.S16.7.1976.306.15_18_19_192000.csv.gz,0.8
wtn.9.26.S16.701.1976.306.18_40_59_711000.csv.gz,0.8
wtn.9.26.S16.700.1976.306.19_06_51_931000.csv.gz,0.8

wtn.9.34.S16.7.1976.311.18_00_30_867000.csv.gz,0.8

wtn.9.34.S16.7.1976.312.00_00_00_179000.csv.gz,0.8
wtn.9.34.S16.700.1976.312.01_21_16_008000.csv.gz,0.8
wtn.9.34.S16.701.1976.312.01_33_21_708000.csv.gz,0.8
wtn.9.35.S16.7.1976.312.18_39_59_193000.csv.gz,0.8

wtn.9.35.S16.7.1976.313.00_00_00_007000.csv.gz,0.8
wtn.9.35.S16.701.1976.313.02_31_59_540000.csv.gz,0.8
wtn.9.35.S16.700.1976.313.04_27_20_847000.csv.gz,0.8
wtn.9.36.S16.7.1976.313.19_15_47_684000.csv.gz,0.8
wtn.9.37.S16.7.1976.313.20_50_02_932000.csv.gz,0.8

wtn.9.37.S16.7.1976.314.00_00_00_365000.csv.gz,0.8
wtn.9.37.S16.700.1976.314.03_38_04_053000.csv.gz,0.8
wtn.9.37.S16.7.1976.314.04_09_59_123000.csv.gz,0.8
wtn.9.38.S16.7.1976.314.22_02_15_020000.csv.gz,0.8

wtn.9.38.S16.7.1976.315.00_00_00_595000.csv.gz,0.8
wtn.9.38.S16.700.1976.315.05_32_14_907000.csv.gz,0.8
wtn.9.39.S16.7.1976.315.20_49_14_385000.csv.gz,0.8

wtn.9.39.S16.7.1976.316.00_00_00_085000.csv.gz,0.8
wtn.9.39.S16.700.1976.316.04_24_58_985000.csv.gz,0.8
wtn.9.40.S16.7.1976.316.21_18_01_242000.csv.gz,0.8
wtn.9.40.S16.700.1976.316.23_43_59_718000.csv.gz,0.8

wtn.9.40.S16.700.1976.317.00_00_00_271000.csv.gz,0.8
wtn.9.41.S16.7.1976.317.07_06_44_394000.csv.gz,0.8
wtn.9.42.S16.7.1976.317.07_43_46_774000.csv.gz,0.8
wtn.9.44.S16.7.1976.317.22_13_59_332000.csv.gz,0.8

wtn.9.44.S16.7.1976.318.00_00_00_435000.csv.gz,0.8
wtn.9.44.S16.700.1976.318.05_00_51_422000.csv.gz,0.8

wtn.9.46.S16.7.1976.319.00_02_59_192000.csv.gz,0.8
wtn.9.46.S16.700.1976.319.06_28_44_069000.csv.gz,0.8

wtn.10.15.S16.7.1976.333.13_51_59_762000.csv.gz,0.8

wtn.10.18.S16.7.1976.334.15_40_00_148000.csv.gz,0.8

wtn.10.29.S16.7.1976.340.23_04_59_197000.csv.gz,0.8

wtn.10.29.S16.7.1976.341.00_00_00_467000.csv.gz,0.8
wtn.10.29.S16.7.1976.341.00_45_22_746000.csv.gz,0.8
wtn.10.29.S16.7.1976.341.00_59_50_326000.csv.gz,0.8
wtn.10.30.S16.7.1976.341.02_59_31_858000.csv.gz,0.8
wtn.10.31.S16.7.1976.341.17_36_01_536000.csv.gz,0.8

wtn.10.33.S16.7.1976.342.18_52_12_912000.csv.gz,0.8

wtn.10.33.S16.7.1976.343.00_00_00_174000.csv.gz,0.8
wtn.10.34.S16.7.1976.343.19_21_59_130000.csv.gz,0.8
wtn.10.35.S16.7.1976.343.20_22_03_465000.csv.gz,0.8

wtn.10.35.S16.7.1976.344.00_00_00_499000.csv.gz,0.8
wtn.10.35.S16.8.1976.344.00_45_41_304000.csv.gz,0.8
wtn.10.36.S16.7.1976.344.20_22_22_387000.csv.gz,0.8

wtn.10.36.S16.7.1976.345.00_00_00_074000.csv.gz,0.8
wtn.10.37.S16.7.1976.345.01_54_25_807000.csv.gz,0.8

wtn.10.38.S16.7.1976.346.00_00_00_164000.csv.gz,0.8
wtn.10.40.S16.7.1976.346.23_00_58_912000.csv.gz,0.8

wtn.10.40.S16.7.1976.347.00_00_00_468000.csv.gz,0.8

wtn.11.14.S16.3.1976.363.17_25_21_299000.csv.gz,0.4
wtn.11.14.S16.300.1976.363.18_06_10_683000.csv.gz,0.4

# 1977 S12

wtn.11.49.S12.3.1977.014.14_25_26_652000.csv.gz,0.4
wtn.11.49.S14.3.1977.014.14_25_26_909000.csv.gz,0.4

wtn.13.9.S12.3.1977.054.14_28_29_502000.csv.gz,0.4
wtn.13.9.S12.300.1977.054.17_25_36_662000.csv.gz,0.4

wtn.13.42.S12.3.1977.073.15_12_22_346000.csv.gz,0.4
wtn.13.42.S12.300.1977.073.17_03_38_297000.csv.gz,0.4

wtn.14.12.S12.3.1977.089.18_55_17_517000.csv.gz,0.4

wtn.14.36.S12.3.1977.103.14_00_30_458000.csv.gz,0.4

wtn.16.53.S12.3.1977.161.13_45_28_076000.csv.gz,0.8

wtn.18.14.S12.3.1977.192.12_00_16_873000.csv.gz,0.8
wtn.18.14.S12.300.1977.192.16_24_59_437000.csv.gz,0.8

wtn.19.24.S12.3.1977.221.16_00_35_107000.csv.gz,0.8

wtn.19.35.S12.3.1977.227.13_33_22_362000.csv.gz,0.8
wtn.19.36.S12.3.1977.227.17_02_52_247000.csv.gz,0.8
wtn.19.36.S12.300.1977.227.17_54_59_928000.csv.gz,0.8

wtn.19.51.S12.9.1977.236.05_54_59_464000.csv.gz,0.8
wtn.19.52.S12.9.1977.236.06_09_43_386000.csv.gz,0.8
wtn.19.52.S12.9.1977.236.11_45_47_472000.csv.gz,0.8

wtn.20.18.S12.900.1977.248.23_28_52_188000.csv.gz,0.8

wtn.20.18.S12.900.1977.249.00_00_00_224000.csv.gz,0.8

wtn.20.20.S12.9.1977.250.21_26_18_937000.csv.gz,0.8
wtn.20.21.S12.9.1977.250.21_58_33_475000.csv.gz,0.8

wtn.20.21.S12.9.1977.251.00_00_00_017000.csv.gz,0.8
wtn.20.22.S12.3.1977.251.14_24_16_927000.csv.gz,0.8
wtn.20.23.S12.9.1977.251.19_43_59_583000.csv.gz,0.8

wtn.20.29.S12.3.1977.257.12_51_31_697000.csv.gz,0.8
wtn.20.29.S12.300.1977.257.13_56_27_413000.csv.gz,0.8
wtn.20.29.S12.3.1977.257.17_16_59_339000.csv.gz,0.8

wtn.20.32.S12.3.1977.259.13_25_19_755000.csv.gz,0.8


# 1977 S14

wtn.13.9.S14.3.1977.054.14_28_29_202000.csv.gz,0.8
wtn.13.9.S14.300.1977.054.17_25_36_328000.csv.gz,0.8

wtn.13.42.S14.3.1977.073.15_12_22_381000.csv.gz,0.4
wtn.13.42.S14.300.1977.073.17_03_38_102000.csv.gz,0.4
wtn.13.45.S14.3.1977.074.14_50_53_833000.csv.gz,0.4
wtn.13.45.S14.300.1977.074.16_48_58_802000.csv.gz,0.4


wtn.14.36.S14.3.1977.103.14_00_30_571000.csv.gz,0.4

wtn.16.6.S14.3.1977.140.11_30_27_769000.csv.gz,0.8

wtn.16.53.S14.3.1977.161.13_45_27_811000.csv.gz,0.8

wtn.19.15.S14.3.1977.217.13_25_19_908000.csv.gz,0.8

wtn.19.24.S14.3.1977.221.16_00_34_558000.csv.gz,0.8

wtn.19.29.S14.3.1977.224.13_46_59_850000.csv.gz,0.8
wtn.19.30.S14.3.1977.224.14_48_27_537000.csv.gz,0.8

wtn.19.35.S14.3.1977.227.13_33_21_920000.csv.gz,0.8
wtn.19.36.S14.3.1977.227.17_02_51_933000.csv.gz,0.8
wtn.19.36.S14.300.1977.227.17_54_59_345000.csv.gz,0.8

wtn.20.18.S14.900.1977.248.23_28_51_929000.csv.gz,0.8

wtn.20.18.S14.900.1977.249.00_00_00_467000.csv.gz,0.8

wtn.20.20.S14.9.1977.250.21_26_19_023000.csv.gz,0.8
wtn.20.21.S14.9.1977.250.21_58_33_465000.csv.gz,0.8 

wtn.20.21.S14.9.1977.251.00_00_00_232000.csv.gz,0.8

wtn.20.29.S14.3.1977.257.12_51_31_399000.csv.gz,0.8
wtn.20.29.S14.300.1977.257.13_56_26_864000.csv.gz,0.8
wtn.20.29.S14.3.1977.257.17_16_59_828000.csv.gz,0.8

wtn.20.32.S14.3.1977.259.13_25_19_666000.csv.gz,0.8

# 1977 S16

wtn.13.11.S16.3.1977.055.15_50_25_522000.csv.gz,0.4

wtn.13.42.S16.3.1977.073.15_12_21_978000.csv.gz,0.4
wtn.13.42.S16.300.1977.073.17_03_38_051000.csv.gz,0.4

wtn.16.14.S16.3.1977.144.15_20_24_277000.csv.gz,0.8
wtn.16.14.S16.300.1977.144.18_08_07_196000.csv.gz,0.8

wtn.19.29.S16.3.1977.224.13_46_59_921000.csv.gz,0.8
wtn.19.30.S16.3.1977.224.14_48_27_521000.csv.gz,0.8

wtn.19.15.S16.3.1977.217.13_25_19_474000.csv.gz,0.8

wtn.19.35.S16.3.1977.227.13_33_22_484000.csv.gz,0.8
wtn.19.36.S16.3.1977.227.17_02_52_196000.csv.gz,0.8
wtn.19.36.S16.300.1977.227.17_54_59_533000.csv.gz,0.8

wtn.20.18.S16.900.1977.248.23_28_51_898000.csv.gz,0.8

wtn.20.18.S16.900.1977.249.00_00_00_481000.csv.gz,0.8

wtn.20.20.S16.9.1977.250.21_26_19_211000.csv.gz,0.8
wtn.20.21.S16.9.1977.250.21_58_33_621000.csv.gz,0.8

wtn.20.21.S16.9.1977.251.00_00_00_271000.csv.gz,0.8
wtn.20.22.S16.3.1977.251.14_24_16_519000.csv.gz,0.8

wtn.20.29.S16.3.1977.257.12_51_31_533000.csv.gz,0.8
wtn.20.29.S16.300.1977.257.13_56_26_953000.csv.gz,0.8
wtn.20.29.S16.3.1977.257.17_16_59_776000.csv.gz,0.8






